good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Yöneticinin kararı ertelediğini lokavt etti.,Yöneticinin ertelediğini kararı lokavt etti.,kararı ertelediğini,ertelediğini kararı,-,scrambling
O halde yönetici maaşları ödediğini söyledi.,O halde yönetici ödediğini maaşları söyledi.,maaşları ödediğini,ödediğini maaşları,-,scrambling  
Kardeşimin bisikleti tamir ettiğini biliyorum.,Kardeşimin tamir ettiğini bisikleti biliyorum.,bisikleti tamir ettiğini,tamir ettiğini bisikleti,-,scrambling
Demek ki i̇şçilerin duvarı örmesini izledik.,Demek ki i̇şçilerin örmesini duvarı izledik.,duvarı örmesini,örmesini duvarı,-,scrambling  
Anlaşılıyor ki şefin mutfaktaki malzemeleri kontrol ettiğini gözlemledi.,Anlaşılıyor ki şefin kontrol ettiğini mutfaktaki malzemeleri gözlemledi.,mutfaktaki malzemeleri kontrol ettiğini,kontrol ettiğini mutfaktaki malzemeleri,-,scrambling
Şu halde okul müdürünün öğrencileri azarlamasına inanamadık.,Şu halde okul müdürünün azarlamasına öğrencileri inanamadık.,öğrencileri azarlamasına,azarlamasına öğrencileri,-,scrambling
Görünüşe göre müdürün toplantıyı iptal ettiğini duyurdular.,Görünüşe göre müdürün iptal ettiğini toplantıyı duyurdular.,toplantıyı iptal ettiğini,iptal ettiğini toplantıyı,-,scrambling
O halde otelde çarşafların değiştirildiğine emin olamadık.,O halde otelde değiştirildiğine çarşafların emin olamadık.,çarşafların değiştirildiğine,değiştirildiğine çarşafların,-,scrambling
Belli ki çocukların duvarı boyadığını gördüm.,Belli ki çocukların boyadığını duvarı gördüm.,duvarı boyadığını,boyadığını duvarı,-,scrambling
Evde defterini unuttuğunu haber ettim.,Evde unuttuğunu defterini haber ettim.,defterini unuttuğunu,unuttuğunu defterini,-,scrambling
Köpeğin komşunun bahçesini kazdığını gördüm.,Köpeğin kazdığını komşunun bahçesini gördüm.,komşunun bahçesini kazdığını,kazdığını komşunun bahçesini,-,scrambling  
Öğrencilerin kütüphanedeki kitapları incelediğini hata ettik.,Öğrencilerin incelediğini kütüphanedeki kitapları hata ettik.,kütüphanedeki kitapları incelediğini,incelediğini kütüphanedeki nadir kitapları,-,scrambling
Yani eylemcilerin alanı temizlediğini gördük.,Yani eylemcilerin temizlediğini alanı gördük.,alanı temizlediğini,temizlediğini alanı,-,scrambling
Garsonun siparişleri karıştırdığını durum ettiler.,Garsonun karıştırdığını siparişleri durum ettiler.,siparişleri karıştırdığını,karıştırdığını siparişleri,-,scrambling
Yolcuların valizlerini kaybettiğini duyurdu.,Yolcuların kaybettiğini valizlerini duyurdu.,valizlerini kaybettiğini,kaybettiğini valizlerini,-,scrambling  
Kardeşimin bisikleti çaldığını itiraf etti.,Kardeşimin çaldığını bisikleti itiraf etti.,bisikleti çaldığını,çaldığını bisikleti,-,scrambling  
Seni dışarıya çıkmaya telkin etmiş sonunda.,Seni çıkmaya dışarıya telkin etmiş sonunda.,dışarıya çıkmaya,çıkmaya dışarıya,-,scrambling
Şu halde doktorun hastayı muayene ettiğini duydum.,Şu halde doktorun muayene ettiğini hastayı duydum.,hastayı muayene ettiğini,muayane ettiğini hastayı,-,scrambling  
Yöneticinin kararı ertelediğini duyuru etti.,Yöneticinin ertelediğini kararı duyuru etti.,kararı ertelediğini,ertelediğini kararı,-,scrambling
Anlaşılıyor ki çocuğun şekerleri yediğini gördüm.,Anlaşılıyor ki çocuğun yediğini şekerleri gördüm.,şekerleri yediğini,yediğini şekerleri,-,scrambling
Teknisyenin arızayı giderdiğini açıkladı.,Teknisyenin giderdiğini arızayı açıkladı.,arızayı giderdiğini,giderdiğini arızayı,-,scrambling
Belli ki i̇şçilerin duvarı örmesini izledik.,Belli ki i̇şçilerin örmesini duvarı izledik.,duvarı örmesini,örmesini duvarı,-,scrambling  
Her sabah aynı fabrikandan ekmek aldığını söyledi.,Her sabah aynı fabrikandan aldığını ekmek söyledi.,ekmek aldığını,aldığını ekmek,-,scrambling
Anlaşılan çocukların duvarı boyadığını gördüm.,Anlaşılan çocukların boyadığını duvarı gördüm.,duvarı boyadığını,boyadığını duvarı,-,scrambling
Görünüşe göre babaaannem üniversiteyi kazanmana çok sevinmiş.,Görünüşe göre babaaannem kazanmana üniversiteyi çok sevinmiş.,üniversiteyi kazanmana,kazanmana üniversiteyi,-,scrambling
Anlaşılan polislerin hırsızı yakaladığını duyduk.,Anlaşılan polislerin yakaladığını hırsızı duyduk.,hırsızı yakaladığını,yakaladığını hırsızı,-,scrambling  
Komşumuzun çitleri boyadığını benzerlik ettim.,Komşumuzun boyadığını çitleri benzerlik ettim.,çitleri boyadığını,boyadığını çitleri,-,scrambling
Anlaşılan çiftçilerin gerekli hazırlıkları tamamladığını söylediler.,Anlaşılan çiftçilerin tamamladığını gerekli hazırlıkları söylediler.,gerekli hazırlıkları tamamladığını,tamamladığını gerekli hazırlıkları,-,scrambling
Müdürün raporu imzaladığını duydum.,Müdürün imzaladığını raporu duydum.,raporu imzaladığını,imzaladığını raporu,-,scrambling  
Yönetici maaşları ödediğini söyledi.,Yönetici ödediğini maaşları söyledi.,maaşları ödediğini,ödediğini maaşları,-,scrambling  
Yani bebeğe mamasını yedirdiğini gördük.,Yani bebeğe yedirdiğini mamasını gördük.,mamasını yedirdiğini,yedirdiğini mamasını,-,scrambling  
Demek ki babaaannem üniversiteyi kazanmana çok sevinmiş.,Demek ki babaaannem kazanmana üniversiteyi çok sevinmiş.,üniversiteyi kazanmana,kazanmana üniversiteyi,-,scrambling
Annemin yemeği yaktığını geç uygun ettim.,Annemin yaktığını yemeği geç uygun ettim.,yemeği yaktığını,yaktığını yemeği,-,scrambling  
O halde adamın yalan söylediğini anladık.,O halde adamın söylediğini yalan anladık.,yalan söylediğini,söylediğini yalan,-,scrambling  
Hep birlikte arabanın çıkarılmasına destektim ettik.,Hep birlikte çıkarılmasına arabanın destektim ettik.,arabanın çıkarılmasına,çıkarılmasına arabanın,-,scrambling
Şu halde öğrencilerin deney tüplerini kırdığını duydum.,Şu halde öğrencilerin kırdığını deney tüplerini duydum.,deney tüplerini kırdığını,kırdığını deney tüplerini,-,scrambling
Belli ki teknisyenin arızayı giderdiğini açıkladı.,Belli ki teknisyenin giderdiğini arızayı açıkladı.,arızayı giderdiğini,giderdiğini arızayı,-,scrambling
Görünüşe göre kuzenimin yeni telefonunu kaybettiğini söyledi.,Görünüşe göre kuzenimin kaybettiğini yeni telefonunu söyledi.,yeni telefonunu kaybettiğini,kaybettiğini yeni telefonunu,-,scrambling
Belli ki hasan'ın makaleyi yazdığını biliyorum.,Belli ki hasan'ın yazdığını makaleyi biliyorum.,makaleyi yazdığını ,yazdığını makaleyi,-,scrambling
Görünüşe göre görevlinin evrakları kaybettiğini öğrendik.,Görünüşe göre görevlinin kaybettiğini evrakları öğrendik.,evrakları kaybettiğini,kaybettiğini evrakları,-,scrambling
Çocuğun camı kırdığını şey görmedi.,Çocuğun kırdığını camı şey görmedi.,camı kırdığını,kırdığını camı,-,scrambling  
Yani mimarın proje detaylarını değiştirdiğini öğrendik.,Yani mimarın değiştirdiğini proje detaylarını öğrendik.,proje detaylarını değiştirdiğini,değiştirdiğini proje detaylarını,-,scrambling
Görünüşe göre teknisyenlerin sistemi yenilediğini açıkladılar.,Görünüşe göre teknisyenlerin yenilediğini sistemi açıkladılar.,sistemi yenilediğini,yenilediğini sistemi,-,scrambling
Çocukların oyuncakları paylaşmasını izledim.,Çocukların paylaşmasını oyuncakları izledim.,oyuncakları paylaşmasını,paylaşmasını oyuncakları,-,scrambling
O halde müdürün kararı açıkladığını duydum.,O halde müdürün açıkladığını kararı duydum.,kararı açıkladığını,açıkladığını kararı,-,scrambling  
Şu halde adamın cüzdanını düşürdüğünü gördüm.,Şu halde adamın düşürdüğünü cüzdanını gördüm.,cüzdanını düşürdüğünü,düşürdüğünü cüzdanını,-,scrambling  
İşçilerin greve çıkacağını işaret verdi.,İşçilerin çıkacağını greve işaret verdi.,greve çıkacağını,çıkacağını greve,-,scrambling
Anlaşılan öğretmenin soruyu yanıtlamasını dinlediler.,Anlaşılan öğretmenin yanıtlamasını soruyu dinlediler.,soruyu yanıtlamasını,yanıtlamasını soruyu,-,scrambling  
Anlaşılıyor ki mimarın projeyi değiştirdiğini öğrendik.,Anlaşılıyor ki mimarın değiştirdiğini projeyi öğrendik.,projeyi değiştirdiğini,değiştirdiğini projeyi,-,scrambling
Anlaşılıyor ki çocuğun camı kırdığını kimse görmedi.,Anlaşılıyor ki çocuğun kırdığını camı kimse görmedi.,camı kırdığını,kırdığını camı,-,scrambling  
Görünüşe göre adamın yalan söylediğini anladık.,Görünüşe göre adamın söylediğini yalan anladık.,yalan söylediğini,söylediğini yalan,-,scrambling  
Küçük kızın şarkıyı yanlış söylemesine güldü.,Küçük kızın yanlış söylemesine şarkıyı güldü.,şarkıyı yanlış söylemesine,yanlış söylemesine şarkıyı,-,scrambling
Öğrencilerin kütüphanedeki kitapları incelediğini fark ettik.,Öğrencilerin incelediğini kütüphanedeki kitapları fark ettik.,kütüphanedeki kitapları incelediğini,incelediğini kütüphanedeki nadir kitapları,-,scrambling
Anlaşılan müdürün yeni çalışma saatlerini onayladığını duyurdu.,Anlaşılan müdürün onayladığını yeni çalışma saatlerini duyurdu.,yeni çalışma saatlerini onayladığını,onayladığını yeni çalışma saatlerini,-,scrambling
Müdürün toplantıyı iptal ettiğini duyurdular.,Müdürün iptal ettiğini toplantıyı duyurdular.,toplantıyı iptal ettiğini,iptal ettiğini toplantıyı,-,scrambling
Öyle görünüyor ki öğrencilerin deney tüplerini kırdığını duydum.,Öyle görünüyor ki öğrencilerin kırdığını deney tüplerini duydum.,deney tüplerini kırdığını,kırdığını deney tüplerini,-,scrambling
Anlaşılan öğrencilerin laboratuvar malzemelerini temizlediğini gördüm.,Anlaşılan öğrencilerin temizlediğini laboratuvar malzemelerini gördüm.,laboratuvar malzemelerini temizlediğini,temizlediğini laboratuvar malzemelerini,-,scrambling
Görünüşe göre küçük kızın şarkıyı yanlış söylemesine güldü.,Görünüşe göre küçük kızın yanlış söylemesine şarkıyı güldü.,şarkıyı yanlış söylemesine,yanlış söylemesine şarkıyı,-,scrambling
Anlaşılan çocukların oyuncakları paylaşmasını izledim.,Anlaşılan çocukların paylaşmasını oyuncakları izledim.,oyuncakları paylaşmasını,paylaşmasını oyuncakları,-,scrambling
Anlaşılıyor ki polislerin hırsızın izini sürdüğünü duyduk.,Anlaşılıyor ki polislerin sürdüğünü hırsızın izini duyduk.,hırsızın izini sürdüğünü,sürdüğünü hırsızın izini,-,scrambling
Anlaşılıyor ki polislerin hırsızı yakaladığını duyduk.,Anlaşılıyor ki polislerin yakaladığını hırsızı duyduk.,hırsızı yakaladığını,yakaladığını hırsızı,-,scrambling  
Annemin yemeği yaktığını geç durum ettim.,Annemin yaktığını yemeği geç durum ettim.,yemeği yaktığını,yaktığını yemeği,-,scrambling  
Komşumuzun çitleri boyadığını bozuk ettim.,Komşumuzun boyadığını çitleri bozuk ettim.,çitleri boyadığını,boyadığını çitleri,-,scrambling
Annemin pastayı yaptığını sanıyordum.,Annemin yaptığını pastayı sanıyordum.,pastayı yaptığını,yaptığını pastayı,-,scrambling  
Görünüşe göre kardeşimin bisikleti tamir ettiğini biliyorum.,Görünüşe göre kardeşimin tamir ettiğini bisikleti biliyorum.,bisikleti tamir ettiğini,tamir ettiğini bisikleti,-,scrambling
Öyle görünüyor ki hizmetlinin odasını topladığını söyledi.,Öyle görünüyor ki hizmetlinin topladığını odasını söyledi.,odasını topladığını,topladığını odasını,-,scrambling  
Şu halde ufaklığın ödevlerini bitirmesine sevindim.,Şu halde ufaklığın bitirmesine ödevlerini sevindim.,ödevlerini bitirmesine,bitirmesine ödevlerini,-,scrambling  
Komşumuzun çitleri boyadığını noksan ettim.,Komşumuzun boyadığını çitleri noksan ettim.,çitleri boyadığını,boyadığını çitleri,-,scrambling
Garsonun müşterinin siparişini unuttuğunu eksik ettik.,Garsonun unuttuğunu müşterinin siparişini eksik ettik.,müşterinin siparişini unuttuğunu,unuttuğunu müşterinin siparişini,-,scrambling
O halde öğrencilerin deney tüplerini kırdığını duydum.,O halde öğrencilerin kırdığını deney tüplerini duydum.,deney tüplerini kırdığını,kırdığını deney tüplerini,-,scrambling
Şu halde annemin pastayı yaptığını sanıyordum.,Şu halde annemin yaptığını pastayı sanıyordum.,pastayı yaptığını,yaptığını pastayı,-,scrambling  
Görünüşe göre polislerin hırsızın izini sürdüğünü duyduk.,Görünüşe göre polislerin sürdüğünü hırsızın izini duyduk.,hırsızın izini sürdüğünü,sürdüğünü hırsızın izini,-,scrambling
Görünüşe göre çiftçilerin gerekli hazırlıkları tamamladığını söylediler.,Görünüşe göre çiftçilerin tamamladığını gerekli hazırlıkları söylediler.,gerekli hazırlıkları tamamladığını,tamamladığını gerekli hazırlıkları,-,scrambling
Belli ki sizin de açılışa katılmanızı çok isteriz.,Belli ki sizin de katılmanızı açılışa çok isteriz.,açılışa katılmanızı,katılmanızı açılışa,-,scrambling
Anlaşılıyor ki çalışanların şikayetleri dinlemesini söyledi.,Anlaşılıyor ki çalışanların dinlemesini şikayetleri söyledi.,şikayetleri dinlemesini,dinlemesini şikayetleri,-,scrambling
Anlaşılan adamın cüzdanını düşürdüğünü gördüm.,Anlaşılan adamın düşürdüğünü cüzdanını gördüm.,cüzdanını düşürdüğünü,düşürdüğünü cüzdanını,-,scrambling  
İşçilerin greve çıkacağını haber verdi.,İşçilerin çıkacağını greve haber verdi.,greve çıkacağını,çıkacağını greve,-,scrambling
Her sabah aynı fırından ekmek aldığını söyledi.,Her sabah aynı fırından aldığını ekmek söyledi.,ekmek aldığını,aldığını ekmek,-,scrambling
Çiftçilerin tarlayı sulamasına yardım ettiler.,Çiftçilerin sulamasına tarlayı yardım ettiler.,tarlayı sulamasına,sulamasına tarlayı,-,scrambling
Canlı tedavi müşterilerin şikayetlerini kaydettiğini iletti.,Canlı tedavi kaydettiğini müşterilerin şikayetlerini iletti.,müşterilerin şikayetlerini kaydettiğini,kaydettiğini müşterilerin şikayetlerini,-,scrambling
Demek ki çocuğun şekerleri yediğini gördüm.,Demek ki çocuğun yediğini şekerleri gördüm.,şekerleri yediğini,yediğini şekerleri,-,scrambling
Görevlinin evrakları kaybettiğini öğrendik.,Görevlinin kaybettiğini evrakları öğrendik.,evrakları kaybettiğini,kaybettiğini evrakları,-,scrambling
O halde doktorun ilacı yazdığını unutmuş.,O halde doktorun yazdığını ilacı unutmuş.,ilacı yazdığını,yazdığını ilacı,-,scrambling  
Belli ki ufaklığın ödevlerini bitirmesine sevindim.,Belli ki ufaklığın bitirmesine ödevlerini sevindim.,ödevlerini bitirmesine,bitirmesine ödevlerini,-,scrambling  
Anlaşılan çocuğun şekerleri yediğini gördüm.,Anlaşılan çocuğun yediğini şekerleri gördüm.,şekerleri yediğini,yediğini şekerleri,-,scrambling
Çocuğun şekerleri yediğini gördüm.,Çocuğun yediğini şekerleri gördüm.,şekerleri yediğini,yediğini şekerleri,-,scrambling
Belli ki öğrencilerin deney tüplerini kırdığını duydum.,Belli ki öğrencilerin kırdığını deney tüplerini duydum.,deney tüplerini kırdığını,kırdığını deney tüplerini,-,scrambling
Görünüşe göre müdürün raporu imzaladığını duydum.,Görünüşe göre müdürün imzaladığını raporu duydum.,raporu imzaladığını,imzaladığını raporu,-,scrambling  
Müdür avukatının evrakları imzaladığını duydum.,Müdür avukatının imzaladığını evrakları duydum.,evrakları imzaladığını,imzaladığını evrakları,-,scrambling
Müdürün yeni çalışma saatlerini onayladığını duyurdu.,Müdürün onayladığını yeni çalışma saatlerini duyurdu.,yeni çalışma saatlerini onayladığını,onayladığını yeni çalışma saatlerini,-,scrambling
Şu halde mimarın proje detaylarını değiştirdiğini öğrendik.,Şu halde mimarın değiştirdiğini proje detaylarını öğrendik.,proje detaylarını değiştirdiğini,değiştirdiğini proje detaylarını,-,scrambling
Kapıya gelen satıcıcının kendisini dolandırıldığını sonradan anladı.,Kapıya gelen satıcıcının dolandırıldığını kendisini sonradan anladı.,kendisini dolandırıldığını,dolandırıldığını kendisini,-,scrambling
Belli ki hizmetlinin odasını topladığını söyledi.,Belli ki hizmetlinin topladığını odasını söyledi.,odasını topladığını,topladığını odasını,-,scrambling  
Anlaşılan mimarın proje için gerekli izinleri aldığını öğrendik.,Anlaşılan mimarın aldığını proje için gerekli izinleri öğrendik.,proje için gerekli izinleri aldığını,aldığını proje için gerekli izinleri,-,scrambling
Demek ki otelde çarşafların değiştirildiğine emin olamadık.,Demek ki otelde değiştirildiğine çarşafların emin olamadık.,çarşafların değiştirildiğine,değiştirildiğine çarşafların,-,scrambling
Çocuğun köpeğini sevmesine kabulün verdi.,Çocuğun sevmesine köpeğini kabulün verdi.,köpeğini sevmesine,sevmesine köpeğini,-,scrambling  
Belediye yardımcının şehir planını revize ettiğini açıkladı.,Belediye yardımcının ettiğini şehir planını revize açıkladı.,şehir planını revize ettiğini,ettiğini şehir planını revize,-,scrambling
Çocuklar bayramın gelmesini hisle bekliyor.,Çocuklar gelmesini bayramın hisle bekliyor.,bayramın gelmesini,gelmesini bayramın,-,scrambling
Görünüşe göre öğrencilerin deney tüplerini kırdığını duydum.,Görünüşe göre öğrencilerin kırdığını deney tüplerini duydum.,deney tüplerini kırdığını,kırdığını deney tüplerini,-,scrambling
Çalışan antika vazoyu kırdığını delil etti.,Çalışan kırdığını antika vazoyu delil etti.,antika vazoyu kırdığını,kırdığını antika vazoyu,-,scrambling
Kızın kedisini sevmesine iptalin verdi.,Kızın sevmesine kedisini iptalin verdi.,kedisini sevmesine,sevmesine kedisini,-,scrambling 
Okulun önünde erkeklerin karnelerini almasını bekliyoruz.,Okulun önünde erkeklerin almasını karnelerini bekliyoruz.,karnelerini almasını,almasını karnelerini,-,scrambling
Çalışan antika vazoyu kırdığını ima etti.,Çalışan kırdığını antika vazoyu ima etti.,antika vazoyu kırdığını,kırdığını antika vazoyu,-,scrambling
Görünüşe göre kızının resim yaptığını bile bilmiyormuş.,Görünüşe göre kızının yaptığını resim bile bilmiyormuş,resim yaptığını,yaptığını resim,-,scrambling  
Müdürün projeyi onayladığını duydum.,Müdürün onayladığını projeyi duydum.,projeyi onayladığını,onayladığını projeyi,-,scrambling  
Yani yöneticinin kararı ertelettiğini duyurdu.,Yani yöneticinin ertelettiğini kararı duyurdu.,kararı ertelettiğini,ertelettiğini kararı,-,scrambling
Anlaşılıyor ki küçük kızın şarkıyı yanlış söylemesine güldü.,Anlaşılıyor ki küçük kızın yanlış söylemesine şarkıyı güldü.,şarkıyı yanlış söylemesine,yanlış söylemesine şarkıyı,-,scrambling
Görevlinin evrakları kaybettiğini öğrendik.,Görevlinin kaybettiğini evrakları öğrendik.,evrakları kaybettiğini,kaybettiğini evrakları,-,scrambling
Şu halde öğrencilerin laboratuvar malzemelerini temizlediğini gördüm.,Şu halde öğrencilerin temizlediğini laboratuvar malzemelerini gördüm.,laboratuvar malzemelerini temizlediğini,temizlediğini laboratuvar malzemelerini,-,scrambling
Müşterinin hesabı kapattığını öğrendik.,Müşterinin kapattığını hesabı öğrendik.,hesabı kapattığını,kapattığını hesabı,-,scrambling  
Şu halde kaptanın rotayı değiştirdiğini duyurdu.,Şu halde kaptanın değiştirdiğini rotayı duyurdu.,rotayı değiştirdiğini,değiştirdiğini rotayı,-,scrambling
Şu halde çocukların oyuncakları paylaşmasını izledim.,Şu halde çocukların paylaşmasını oyuncakları izledim.,oyuncakları paylaşmasını,paylaşmasını oyuncakları,-,scrambling
Çocuğun camı kırdığını organ görmedi.,Çocuğun kırdığını camı organ görmedi.,camı kırdığını,kırdığını camı,-,scrambling  
Canlı katkı müşterilerin şikayetlerini kaydettiğini iletti.,Canlı katkı kaydettiğini müşterilerin şikayetlerini iletti.,müşterilerin şikayetlerini kaydettiğini,kaydettiğini müşterilerin şikayetlerini,-,scrambling
O halde çocukların parktaki salıncağı kırdığını gördük.,O halde çocukların kırdığını parktaki salıncağı gördük.,parktaki salıncağı kırdığını,kırdığını parktaki salıncağı,-,scrambling
Şu halde adamın cep telefonunu düşürdüğünü gördüm.,Şu halde adamın düşürdüğünü cep telefonunu gördüm.,cep telefonunu düşürdüğünü,düşürdüğünü cep telefonunu,-,scrambling  
Çocukların topu kaçırdığını gördük.,Çocukların kaçırdığını topu gördük.,topu kaçırdığını,kaçırdığını topu,-,scrambling  
Şu halde çocuğun şekerleri yediğini gördüm.,Şu halde çocuğun yediğini şekerleri gördüm.,şekerleri yediğini,yediğini şekerleri,-,scrambling
Belli ki görevlinin evrakları kaybettiğini öğrendik.,Belli ki görevlinin kaybettiğini evrakları öğrendik.,evrakları kaybettiğini,kaybettiğini evrakları,-,scrambling
Çocuğun köpeğini sevmesine cezanın verdi.,Çocuğun sevmesine köpeğini cezanın verdi.,köpeğini sevmesine,sevmesine köpeğini,-,scrambling  
Polislerin şüphelinin izini sürdüğünü basına açıkladı.,Polislerin sürdüğünü şüphelinin izini basına açıkladı.,şüphelinin izini sürdüğünü,sürdüğünü şüphelinin izini,-,scrambling
Öyle görünüyor ki annemin pastayı yaptığını sanıyordum.,Öyle görünüyor ki annemin yaptığını pastayı sanıyordum.,pastayı yaptığını,yaptığını pastayı,-,scrambling  
O halde teyzenin balkondaki çiçekleri suladığını gördüm.,O halde teyzenin suladığını balkondaki çiçekleri gördüm.,balkondaki çiçekleri suladığını,suladığını balkondaki çiçekleri,-,scrambling
Demek ki hizmetlinin okul bahçesindeki ağaçları suladığını gördüm.,Demek ki hizmetlinin suladığını okul bahçesindeki ağaçları gördüm.,okul bahçesindeki ağaçları suladığını,suladığını okul bahçesindeki ağaçları,-,scrambling
Anlaşılan müdürün kararı açıkladığını duydum.,Anlaşılan müdürün açıkladığını kararı duydum.,kararı açıkladığını,açıkladığını kararı,-,scrambling  
Anlaşılıyor ki teknisyenin arızayı giderdiğini müjdeledi.,Anlaşılıyor ki teknisyenin giderdiğini arızayı müjdeledi.,arızayı giderdiğini,giderdiğini arızayı,-,scrambling
Anlaşılıyor ki müdürün kararı açıkladığını duydum.,Anlaşılıyor ki müdürün açıkladığını kararı duydum.,kararı açıkladığını,açıkladığını kararı,-,scrambling  
Öyle görünüyor ki çiftçilerin gerekli hazırlıkları tamamladığını söylediler.,Öyle görünüyor ki çiftçilerin tamamladığını gerekli hazırlıkları söylediler.,gerekli hazırlıkları tamamladığını,tamamladığını gerekli hazırlıkları,-,scrambling
Kaptanın rotayı değiştirdiğini ses etti.,Kaptanın değiştirdiğini rotayı ses etti.,rotayı değiştirdiğini,değiştirdiğini rotayı,-,scrambling
Garsonun müşterinin siparişini unuttuğunu benzerlik ettik.,Garsonun unuttuğunu müşterinin siparişini benzerlik ettik.,müşterinin siparişini unuttuğunu,unuttuğunu müşterinin siparişini,-,scrambling
Anlaşılıyor ki müdürün hukuksuzluk yaptığını duyurdu.,Anlaşılıyor ki müdürün yaptığını hukuksuzluk duyurdu.,hukuksuzluk yaptığını,yaptığını hukuksuzluk,-,scrambling
Şu halde kardeşimin bisikleti tamir ettiğini biliyorum.,Şu halde kardeşimin tamir ettiğini bisikleti biliyorum.,bisikleti tamir ettiğini,tamir ettiğini bisikleti,-,scrambling
Anlaşılıyor ki ufaklığın ödevlerini bitirmesine sevindim.,Anlaşılıyor ki ufaklığın bitirmesine ödevlerini sevindim.,ödevlerini bitirmesine,bitirmesine ödevlerini,-,scrambling  
Görünüşe göre çiftçilerin traktörleri sürdüğünü gördük.,Görünüşe göre çiftçilerin sürdüğünü traktörleri gördük.,traktörleri sürdüğünü,sürdüğünü traktörleri,-,scrambling
Çiftçilerin gerekli hazırlıkları tamamladığını söylediler.,Çiftçilerin tamamladığını gerekli hazırlıkları söylediler.,gerekli hazırlıkları tamamladığını,tamamladığını gerekli hazırlıkları,-,scrambling
Yani çiftçilerin traktörleri sürdüğünü gördük.,Yani çiftçilerin sürdüğünü traktörleri gördük.,traktörleri sürdüğünü,sürdüğünü traktörleri,-,scrambling
İşçilerin greve çıkacağını bildiri verdi.,İşçilerin çıkacağını greve bildiri verdi.,greve çıkacağını,çıkacağını greve,-,scrambling
Çocukların parktaki salıncağı kırdığını gördük.,Çocukların kırdığını parktaki salıncağı gördük.,parktaki salıncağı kırdığını,kırdığını parktaki salıncağı,-,scrambling
Şu halde öğretmenin soruyu yanıtlamasını dinlediler.,Şu halde öğretmenin yanıtlamasını soruyu dinlediler.,soruyu yanıtlamasını,yanıtlamasını soruyu,-,scrambling  
Adamın yalan söylediğini anladık.,Adamın söylediğini yalan anladık.,yalan söylediğini,söylediğini yalan,-,scrambling  
Anlaşılan hasan'ın makaleyi yazdığını biliyorum.,Anlaşılan hasan'ın yazdığını makaleyi biliyorum.,makaleyi yazdığını ,yazdığını makaleyi,-,scrambling
Çiftçilerin gerekli hazırlıkları tamamladığını söylediler.,Çiftçilerin tamamladığını gerekli hazırlıkları söylediler.,gerekli hazırlıkları tamamladığını,tamamladığını gerekli hazırlıkları,-,scrambling
Anlaşılıyor ki yöneticinin kararı ertelettiğini duyurdu.,Anlaşılıyor ki yöneticinin ertelettiğini kararı duyurdu.,kararı ertelettiğini,ertelettiğini kararı,-,scrambling
Garsonun siparişi yanlış getirdiğini noksan ettik.,Garsonun yanlış getirdiğini siparişi noksan ettik.,siparişi yanlış getirdiğini,yanlış getirdiğini siparişi,-,scrambling
Belli ki mimarın proje detaylarını değiştirdiğini öğrendik.,Belli ki mimarın değiştirdiğini proje detaylarını öğrendik.,proje detaylarını değiştirdiğini,değiştirdiğini proje detaylarını,-,scrambling
Polislerin hırsızın izini sürdüğünü duyduk.,Polislerin sürdüğünü hırsızın izini duyduk.,hırsızın izini sürdüğünü,sürdüğünü hırsızın izini,-,scrambling
Görünüşe göre yöneticinin kararı ertelettiğini duyurdu.,Görünüşe göre yöneticinin ertelettiğini kararı duyurdu.,kararı ertelettiğini,ertelettiğini kararı,-,scrambling
Belli ki adamın yalan söylediğini anladık.,Belli ki adamın söylediğini yalan anladık.,yalan söylediğini,söylediğini yalan,-,scrambling  
İşçilerin greve çıkacağını gazete verdi.,İşçilerin çıkacağını greve gazete verdi.,greve çıkacağını,çıkacağını greve,-,scrambling
Öyle görünüyor ki otelde çarşafların değiştirildiğine emin olamadık.,Öyle görünüyor ki otelde değiştirildiğine çarşafların emin olamadık.,çarşafların değiştirildiğine,değiştirildiğine çarşafların,-,scrambling
Belediye başkanının şehir planını revize ettiğini açıkladı.,Belediye başkanının ettiğini şehir planını revize açıkladı.,şehir planını revize ettiğini,ettiğini şehir planını revize,-,scrambling
Demek ki doktorun ilacı yazdığını unutmuş.,Demek ki doktorun yazdığını ilacı unutmuş.,ilacı yazdığını,yazdığını ilacı,-,scrambling  
Çiftçilerin traktörleri sürdüğünü gördük.,Çiftçilerin sürdüğünü traktörleri gördük.,traktörleri sürdüğünü,sürdüğünü traktörleri,-,scrambling
Yani kızım oyuncağını bozmasına üzüldü.,Yani kızım bozmasına oyuncağını üzüldü.,oyuncağını bozmasına,bozmasına oyuncağını,-,scrambling  
Anlaşılıyor ki kızım oyuncağını bozmasına üzüldü.,Anlaşılıyor ki kızım bozmasına oyuncağını üzüldü.,oyuncağını bozmasına,bozmasına oyuncağını,-,scrambling  
Anlaşılıyor ki teknisyenlerin fabrikadaki arızayı giderdiğini bildirdiler.,Anlaşılıyor ki teknisyenlerin giderdiğini fabrikadaki arızayı bildirdiler.,fabrikadaki arızayı giderdiğini,giderdiğini fabrikadaki arızayı,-,scrambling
Öyle görünüyor ki adamın yalan söylediğini anladık.,Öyle görünüyor ki adamın söylediğini yalan anladık.,yalan söylediğini,söylediğini yalan,-,scrambling  
